identifier,fullStatement,humanCodingScheme,listEnumeration,notes,educationLevel,CFItemType
5ebdfbc9-d7cc-11e8-824f-0242ac160002,Represent and solve equations and inequalities graphically,HSA-REI.D,,,"09,10,11,12",Cluster
5ebf74d9-d7cc-11e8-824f-0242ac160002,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line).",HSA-REI.D.10,10,,"09,10,11,12",Standard
5ebf8025-d7cc-11e8-824f-0242ac160002,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.",HSA-REI.D.11,11,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ebf8caa-d7cc-11e8-824f-0242ac160002,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes.",HSA-REI.D.12,12,,"09,10,11,12",Standard
5ec0a478-d7cc-11e8-824f-0242ac160002,Functions,,3,,"09,10,11,12",Conceptual Category
5ebdcd75-d7cc-11e8-824f-0242ac160002,Interpreting Functions,,,,"09,10,11,12",Domain
5ebe059f-d7cc-11e8-824f-0242ac160002,Understand the concept of a function and use function notation,HSF-IF.A,,,"09,10,11,12",Cluster
5ebf38ad-d7cc-11e8-824f-0242ac160002,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x).",HSF-IF.A.1,1,,"09,10,11,12",Standard
5ec06e77-d7cc-11e8-824f-0242ac160002,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.",HSF-IF.A.2,2,,"09,10,11,12",Standard
5ec13af7-d7cc-11e8-824f-0242ac160002,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. <em>For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1.</em>",HSF-IF.A.3,3,,"09,10,11,12",Standard
5ebe0798-d7cc-11e8-824f-0242ac160002,Interpret functions that arise in applications in terms of the context,HSF-IF.B,,,"09,10,11,12",Cluster
5ec1dd0d-d7cc-11e8-824f-0242ac160002,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship.",HSF-IF.B.4,4,"Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.","09,10,11,12",Standard
5ec26eab-d7cc-11e8-824f-0242ac160002,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. <em>For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.</em>",HSF-IF.B.5,5,,"09,10,11,12",Standard
5ec2e124-d7cc-11e8-824f-0242ac160002,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,HSF-IF.B.6,6,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ebe0992-d7cc-11e8-824f-0242ac160002,Analyze functions using different representations,HSF-IF.C,,,"09,10,11,12",Cluster
5ec34515-d7cc-11e8-824f-0242ac160002,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.",HSF-IF.C.7,7,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ec41f22-d7cc-11e8-824f-0242ac160002,"Graph linear and quadratic functions and show intercepts, maxima, and minima.",HSF-IF.C.7.a,a.,,"09,10,11,12",Component
5ec489d9-d7cc-11e8-824f-0242ac160002,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",HSF-IF.C.7.b,b.,,"09,10,11,12",Component
5ec4d812-d7cc-11e8-824f-0242ac160002,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.",HSF-IF.C.7.c,c.,,"09,10,11,12",Component
5ec4ffc9-d7cc-11e8-824f-0242ac160002,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.",HSF-IF.C.7.d,d.,,"09,10,11,12",Component
5ec5022a-d7cc-11e8-824f-0242ac160002,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",HSF-IF.C.7.e,e.,,"09,10,11,12",Component
5ec39018-d7cc-11e8-824f-0242ac160002,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,HSF-IF.C.8,8,,"09,10,11,12",Standard
5ec42165-d7cc-11e8-824f-0242ac160002,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.",HSF-IF.C.8.a,a.,,"09,10,11,12",Component
5ec48c4f-d7cc-11e8-824f-0242ac160002,"Use the properties of exponents to interpret expressions for exponential functions. <em>For example, identify percent rate of change in functions such as y = (1.02)<sup>t</sup>, y = (0.97)<sup>t</sup>, y = (1.01 <sup>12t</sup>, y = (1.2)<sup>t/10</sup>, and classify them as representing exponential growth or decay.</em>",HSF-IF.C.8.b,b.,,"09,10,11,12",Component
5ec3bd57-d7cc-11e8-824f-0242ac160002,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). <em>For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.</em>",HSF-IF.C.9,9,,"09,10,11,12",Standard
7bbc7a19-d7cc-11e8-824f-0242ac160002,(+) Demonstrate an understanding of functions and equations defined parametrically and graph them.,HSF-IF.C.10,,,"09,10,11,12",Standard
7bbc7c8c-d7cc-11e8-824f-0242ac160002,(+) Graph polar coordinates and curves. Convert between polar and rectangular coordinate systems.,HSF-IF.C.11,,,"09,10,11,12",Standard
5ebdcf62-d7cc-11e8-824f-0242ac160002,Building Functions,,,,"09,10,11,12",Domain
5ebe01a8-d7cc-11e8-824f-0242ac160002,Build a function that models a relationship between two quantities,HSF-BF.A,,,"09,10,11,12",Cluster
5ebf3651-d7cc-11e8-824f-0242ac160002,Write a function that describes a relationship between two quantities,HSF-BF.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ec41a5a-d7cc-11e8-824f-0242ac160002,"Determine an explicit expression, a recursive process, or steps for calculation from a context.",HSF-BF.A.1.a,a.,,"09,10,11,12",Component
5ec484e7-d7cc-11e8-824f-0242ac160002,"Combine standard function types using arithmetic operations. <em>For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model.</em>",HSF-BF.A.1.b,b.,,"09,10,11,12",Component
5ec4d2da-d7cc-11e8-824f-0242ac160002,"(+) Compose functions. <em>For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time.</em>",HSF-BF.A.1.c,c.,,"09,10,11,12",Component
5ec06c14-d7cc-11e8-824f-0242ac160002,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.",HSF-BF.A.2,2,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ebe03aa-d7cc-11e8-824f-0242ac160002,Build new functions from existing functions,HSF-BF.B,,,"09,10,11,12",Cluster
5ec138ab-d7cc-11e8-824f-0242ac160002,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.",HSF-BF.B.3,3,,"09,10,11,12",Standard
5ec1da9e-d7cc-11e8-824f-0242ac160002,Find inverse functions.,HSF-BF.B.4,4,,"09,10,11,12",Standard
5ec41c9a-d7cc-11e8-824f-0242ac160002,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. <em>For example, f(x) =2 x³ or f(x) = (x+1)/(x-1) for x ≠ 1.</em>",HSF-BF.B.4.a,a.,,"09,10,11,12",Component
5ec48760-d7cc-11e8-824f-0242ac160002,(+) Verify by composition that one function is the inverse of another.,HSF-BF.B.4.b,b.,,"09,10,11,12",Component
5ec4d576-d7cc-11e8-824f-0242ac160002,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse.",HSF-BF.B.4.c,c.,,"09,10,11,12",Component
5ec4fd66-d7cc-11e8-824f-0242ac160002,(+) Produce an invertible function from a non-invertible function by restricting the domain.,HSF-BF.B.4.d,d.,,"09,10,11,12",Component
5ec26c0a-d7cc-11e8-824f-0242ac160002,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.,HSF-BF.B.5,5,,"09,10,11,12",Standard
5ebdd14b-d7cc-11e8-824f-0242ac160002,"Linear, Quadratic, & Exponential Models",,,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Domain
5ebe0b8b-d7cc-11e8-824f-0242ac160002,"Construct and compare linear, quadratic, and exponential models and solve problems",HSF-LE.A,,,"09,10,11,12",Cluster
5ebf3b07-d7cc-11e8-824f-0242ac160002,Distinguish between situations that can be modeled with linear functions and with exponential functions.,HSF-LE.A.1,1,,"09,10,11,12",Standard
5ec423aa-d7cc-11e8-824f-0242ac160002,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.",HSF-LE.A.1.a,a.,,"09,10,11,12",Component
5ec48ecf-d7cc-11e8-824f-0242ac160002,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.,HSF-LE.A.1.b,b.,,"09,10,11,12",Component
5ec4daad-d7cc-11e8-824f-0242ac160002,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.,HSF-LE.A.1.c,c.,,"09,10,11,12",Component
5ec070d1-d7cc-11e8-824f-0242ac160002,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).",HSF-LE.A.2,2,,"09,10,11,12",Standard
5ec13d3d-d7cc-11e8-824f-0242ac160002,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.",HSF-LE.A.3,3,,"09,10,11,12",Standard
5ec1df79-d7cc-11e8-824f-0242ac160002,"For exponential models, express as a logarithm the solution to ab<sup>ct</sup> = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology.",HSF-LE.A.4,4,,"09,10,11,12",Standard
7383cf9a-d7cc-11e8-824f-0242ac160002,Prove simple laws of logarithms.,HSF.LE.A.4.1,4.1,,"09,10,11,12",Standard
7383d27a-d7cc-11e8-824f-0242ac160002,Use the definition of logarithms to translate between logarithms in any base.,HSF.LE.A.4.2,4.2,,"09,10,11,12",Standard
7383d4ec-d7cc-11e8-824f-0242ac160002,Understand and use the properties of logarithms to simplify logarithmic numeric expressions and to identify their approximate values.,HSF.LE.A.4.3,4.3,,"09,10,11,12",Standard
5ebe0d83-d7cc-11e8-824f-0242ac160002,Interpret expressions for functions in terms of the situation they model,HSF-LE.B,,,"09,10,11,12",Cluster
5ec2721a-d7cc-11e8-824f-0242ac160002,Interpret the parameters in a linear or exponential function in terms of a context.,HSF-LE.B.5,5,,"09,10,11,12",Standard
7383d792-d7cc-11e8-824f-0242ac160002,"Apply quadratic functions to physical problems, such as the motion of an object under the force of gravity.",HSF.LE.B.6,6,,"09,10,11,12",Standard
5ebdd351-d7cc-11e8-824f-0242ac160002,Trigonometric Functions,,,,"09,10,11,12",Domain
5ebe0f7e-d7cc-11e8-824f-0242ac160002,Extend the domain of trigonometric functions using the unit circle,HSF-TF.A,,,"09,10,11,12",Cluster
5ebf3d56-d7cc-11e8-824f-0242ac160002,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,HSF-TF.A.1,1,,"09,10,11,12",Standard
5ec07329-d7cc-11e8-824f-0242ac160002,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.",HSF-TF.A.2,2,,"09,10,11,12",Standard
7383d9ac-d7cc-11e8-824f-0242ac160002,Graph all 6 basic trigonometric functions.,HSF.TF.A.2.1,2.1,,"09,10,11,12",Standard
5ec13f86-d7cc-11e8-824f-0242ac160002,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for π-x, π+x, and 2π-x in terms of their values for x, where x is any real number.",HSF-TF.A.3,3,,"09,10,11,12",Standard
5ec1e1cc-d7cc-11e8-824f-0242ac160002,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.,HSF-TF.A.4,4,,"09,10,11,12",Standard
5ebe117a-d7cc-11e8-824f-0242ac160002,Model periodic phenomena with trigonometric functions,HSF-TF.B,,,"09,10,11,12",Cluster
5ec274c6-d7cc-11e8-824f-0242ac160002,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.",HSF-TF.B.5,5,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ec2e448-d7cc-11e8-824f-0242ac160002,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.,HSF-TF.B.6,6,,"09,10,11,12",Standard
5ec34893-d7cc-11e8-824f-0242ac160002,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.",HSF-TF.B.7,7,,"09,10,11,12",Standard
5ebe1374-d7cc-11e8-824f-0242ac160002,Prove and apply trigonometric identities,HSF-TF.C,,,"09,10,11,12",Cluster
5ec392db-d7cc-11e8-824f-0242ac160002,"Prove the Pythagorean identity sin²(θ) + cos²(θ) = 1 and use it to find sin(θ), cos(θ), or tan(θ) given sin(θ), cos(θ), or tan(θ) and the quadrant of the angle.",HSF-TF.C.8,8,,"09,10,11,12",Standard
5ec3c039-d7cc-11e8-824f-0242ac160002,"(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems.",HSF-TF.C.9,9,,"09,10,11,12",Standard
7383dbff-d7cc-11e8-824f-0242ac160002,(+) Prove the half angle and double angle identities for sine and cosine and use them to solve problems.,HSF.TF.C.10,10,,"09,10,11,12",Standard
5ec16e62-d7cc-11e8-824f-0242ac160002,Geometry,,4,,"09,10,11,12",Conceptual Category
5ebdd540-d7cc-11e8-824f-0242ac160002,Congruence,,,,"09,10,11,12",Domain
5ebe19aa-d7cc-11e8-824f-0242ac160002,Experiment with transformations in the plane,HSG-CO.A,,,"09,10,11,12",Cluster
5ebf41f8-d7cc-11e8-824f-0242ac160002,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.",HSG-CO.A.1,1,,"09,10,11,12",Standard
5ec077dc-d7cc-11e8-824f-0242ac160002,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).",HSG-CO.A.2,2,,"09,10,11,12",Standard
5ec14410-d7cc-11e8-824f-0242ac160002,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.",HSG-CO.A.3,3,,"09,10,11,12",Standard
5ec1e6c9-d7cc-11e8-824f-0242ac160002,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.",HSG-CO.A.4,4,,"09,10,11,12",Standard
5ec27a28-d7cc-11e8-824f-0242ac160002,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.",HSG-CO.A.5,5,,"09,10,11,12",Standard
5ebe1bae-d7cc-11e8-824f-0242ac160002,Understand congruence in terms of rigid motions,HSG-CO.B,,,"09,10,11,12",Cluster
5ec2e75b-d7cc-11e8-824f-0242ac160002,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.",HSG-CO.B.6,6,,"09,10,11,12",Standard
5ec34bce-d7cc-11e8-824f-0242ac160002,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.,HSG-CO.B.7,7,,"09,10,11,12",Standard
5ec395ce-d7cc-11e8-824f-0242ac160002,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.",HSG-CO.B.8,8,,"09,10,11,12",Standard
5ebe1df8-d7cc-11e8-824f-0242ac160002,Prove geometric theorems,HSG-CO.C,,,"09,10,11,12",Cluster
5ec3c30d-d7cc-11e8-824f-0242ac160002,Prove theorems about lines and angles.,HSG-CO.C.9,9,"Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment's endpoints.","09,10,11,12",Standard
5ebf77e5-d7cc-11e8-824f-0242ac160002,Prove theorems about triangles.,HSG-CO.C.10,10,Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.,"09,10,11,12",Standard
5ebf82af-d7cc-11e8-824f-0242ac160002,Prove theorems about parallelograms.,HSG-CO.C.11,11,"Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals.","09,10,11,12",Standard
5ebe1fdc-d7cc-11e8-824f-0242ac160002,Make geometric constructions,HSG-CO.D,,,"09,10,11,12",Cluster
5ebf8f2b-d7cc-11e8-824f-0242ac160002,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.",HSG-CO.D.12,12,,"09,10,11,12",Standard
5ebf96bb-d7cc-11e8-824f-0242ac160002,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.",HSG-CO.D.13,13,,"09,10,11,12",Standard
5ebdd72c-d7cc-11e8-824f-0242ac160002,"Similarity, Right Triangles, & Trigonometry",,,,"09,10,11,12",Domain
5ebe2b6b-d7cc-11e8-824f-0242ac160002,Understand similarity in terms of similarity transformations,HSG-SRT.A,,,"09,10,11,12",Cluster
5ebf4c94-d7cc-11e8-824f-0242ac160002,Verify experimentally the properties of dilations given by a center and a scale factor:,HSG-SRT.A.1,1,,"09,10,11,12",Standard
5ec425f2-d7cc-11e8-824f-0242ac160002,"A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged.",HSG-SRT.A.1.a,a.,,"09,10,11,12",Component
5ec49148-d7cc-11e8-824f-0242ac160002,The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,HSG-SRT.A.1.b,b.,,"09,10,11,12",Component
5ec0816f-d7cc-11e8-824f-0242ac160002,"Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.",HSG-SRT.A.2,2,,"09,10,11,12",Standard
5ec14d6e-d7cc-11e8-824f-0242ac160002,Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.,HSG-SRT.A.3,3,,"09,10,11,12",Standard
5ebe2d60-d7cc-11e8-824f-0242ac160002,Prove theorems involving similarity,HSG-SRT.B,,,"09,10,11,12",Cluster
5ec1ee2f-d7cc-11e8-824f-0242ac160002,Prove theorems about triangles.,HSG-SRT.B.4,4,"Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.","09,10,11,12",Standard
5ec27f81-d7cc-11e8-824f-0242ac160002,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.,HSG-SRT.B.5,5,,"09,10,11,12",Standard
5ebe2f4a-d7cc-11e8-824f-0242ac160002,Define trigonometric ratios and solve problems involving right triangles,HSG-SRT.C,,,"09,10,11,12",Cluster
5ec2ed83-d7cc-11e8-824f-0242ac160002,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",HSG-SRT.C.6,6,,"09,10,11,12",Standard
5ec35285-d7cc-11e8-824f-0242ac160002,Explain and use the relationship between the sine and cosine of complementary angles.,HSG-SRT.C.7,7,,"09,10,11,12",Standard
5ec398a5-d7cc-11e8-824f-0242ac160002,Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.,HSG-SRT.C.8,8,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7383ddd2-d7cc-11e8-824f-0242ac160002,"Derive and use the trigonometric ratios for special right triangles (30°, 60°, 90°and 45°, 45°, 90°)",HSG.SRT.C.8.1,8.1,,"09,10,11,12",Standard
5ebe3132-d7cc-11e8-824f-0242ac160002,Apply trigonometry to general triangles,HSG-SRT.D,,,"09,10,11,12",Cluster
5ec3c5ff-d7cc-11e8-824f-0242ac160002,(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.,HSG-SRT.D.9,9,,"09,10,11,12",Standard
5ebf7a79-d7cc-11e8-824f-0242ac160002,(+) Prove the Laws of Sines and Cosines and use them to solve problems.,HSG-SRT.D.10,10,,"09,10,11,12",Standard
5ebf8531-d7cc-11e8-824f-0242ac160002,"(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).",HSG-SRT.D.11,11,,"09,10,11,12",Standard
5ebdd91a-d7cc-11e8-824f-0242ac160002,Circles,,,,"09,10,11,12",Domain
5ebe156d-d7cc-11e8-824f-0242ac160002,Understand and apply theorems about circles,HSG-C.A,,,"09,10,11,12",Cluster
5ebf3fa4-d7cc-11e8-824f-0242ac160002,Prove that all circles are similar.,HSG-C.A.1,1,,"09,10,11,12",Standard
5ec0757e-d7cc-11e8-824f-0242ac160002,"Identify and describe relationships among inscribed angles, radii, and chords.",HSG-C.A.2,2,"Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle.","09,10,11,12",Standard
5ec141cd-d7cc-11e8-824f-0242ac160002,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.",HSG-C.A.3,3,,"09,10,11,12",Standard
5ec1e46e-d7cc-11e8-824f-0242ac160002,(+) Construct a tangent line from a point outside a given circle to the circle.,HSG-C.A.4,4,,"09,10,11,12",Standard
5ebe179a-d7cc-11e8-824f-0242ac160002,Find arc lengths and areas of sectors of circles,HSG-C.B,,,"09,10,11,12",Cluster
5ec2777b-d7cc-11e8-824f-0242ac160002,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector. Convert between degrees and radians.",HSG-C.B.5,5,,"09,10,11,12",Standard
5ebddb04-d7cc-11e8-824f-0242ac160002,Expressing Geometric Properties with Equations,,,,"09,10,11,12",Domain
5ebe2597-d7cc-11e8-824f-0242ac160002,Translate between the geometric description and the equation for a conic section,HSG-GPE.A,,,"09,10,11,12",Cluster
5ebf4798-d7cc-11e8-824f-0242ac160002,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.,HSG-GPE.A.1,1,,"09,10,11,12",Standard
5ec07c94-d7cc-11e8-824f-0242ac160002,Derive the equation of a parabola given a focus and directrix.,HSG-GPE.A.2,2,,"09,10,11,12",Standard
5ec148a3-d7cc-11e8-824f-0242ac160002,"(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.",HSG-GPE.A.3,3,,"09,10,11,12",Standard
7383e0c1-d7cc-11e8-824f-0242ac160002,"Given a quadratic equation of the form ax² + by² + cx + dy + e = 0, use the method for completing the square to put the equation into standard form; identify whether the graph of the equation is a circle, ellipse, parabola, or hyperbola and graph the equation.",HSG.GPE.A.3.1,3.1,,"09,10,11,12",Standard
5ebe2787-d7cc-11e8-824f-0242ac160002,Use coordinates to prove simple geometric theorems algebraically,HSG-GPE.B,,,"09,10,11,12",Cluster
5ec1ebc4-d7cc-11e8-824f-0242ac160002,"Use coordinates to prove simple geometric theorems algebraically. <em>For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2).</em>",HSG-GPE.B.4,4,,"09,10,11,12",Standard
5ec27cd4-d7cc-11e8-824f-0242ac160002,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).",HSG-GPE.B.5,5,,"09,10,11,12",Standard
5ec2ea6e-d7cc-11e8-824f-0242ac160002,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,HSG-GPE.B.6,6,,"09,10,11,12",Standard
5ec34f01-d7cc-11e8-824f-0242ac160002,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.",HSG-GPE.B.7,7,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
5ebddcf0-d7cc-11e8-824f-0242ac160002,Geometric Measurement & Dimension,,,,"09,10,11,12",Domain
5ebe21bf-d7cc-11e8-824f-0242ac160002,Explain volume formulas and use them to solve problems,HSG-GMD.A,,,"09,10,11,12",Cluster
